t_s,status,latency_ms,note
203.641,200,201.69,
203.851,200,209.29,
204.061,200,210.75,
204.269,200,207.31,
204.482,200,213.23,
204.687,200,205.57,
204.905,200,217.8,
205.134,200,228.43,
205.344,200,210.48,
205.549,200,204.79,
205.762,200,213.44,
205.99,200,227.38,
206.206,200,216.45,
206.438,200,231.84,
206.642,200,204.0,
206.859,200,216.57,
207.073,200,213.69,
207.286,200,213.58,
207.536,200,249.7,
207.74,200,204.17,
207.957,200,217.24,
208.162,200,204.48,
208.375,200,213.42,
208.585,200,209.83,
208.808,200,223.07,
209.07,200,261.85,
209.31,200,239.91,
209.533,200,223.2,
209.756,200,223.12,
209.982,200,225.62,
210.239,200,256.98,
210.446,200,206.53,
210.665,200,219.16,
210.941,200,276.33,
211.246,200,305.29,
211.471,200,224.64,
211.68,200,209.2,
211.886,200,205.24,
212.109,200,223.1,
212.337,200,227.9,
212.552,200,215.78,
212.762,200,209.14,
212.969,200,207.44,
213.185,200,216.36,
213.401,200,215.86,
213.624,200,222.39,
213.827,200,203.74,
214.032,200,204.62,
214.246,200,214.13,
214.464,200,218.17,
214.673,200,209.06,
214.876,200,202.8,
215.079,200,202.57,
215.291,200,212.17,
215.502,200,211.17,
215.713,200,211.1,
215.939,200,225.9,
216.157,200,217.55,
216.404,200,247.04,
216.608,200,204.44,
216.822,200,213.76,
217.027,200,205.24,
217.232,200,204.37,
217.482,200,250.04,
217.69,200,208.4,
217.902,200,212.13,
218.11,200,207.38,
218.324,200,214.59,
218.533,200,208.57,
218.733,200,199.84,
218.944,200,211.34,
219.146,200,201.57,
219.361,200,215.34,
219.571,200,210.25,
219.773,200,201.77,
220.065,200,291.29,
220.277,200,212.68,
220.514,200,236.86,
220.731,200,216.79,
220.963,200,232.49,
221.181,200,217.21,
221.393,200,212.08,
221.62,200,227.5,
221.834,200,213.76,
222.04,200,206.15,
222.275,200,234.52,
222.494,200,218.69,
222.709,200,215.87,
222.923,200,213.19,
223.129,200,206.59,
